Name,Wins,Losses,Draws,Height,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Aleksei Oleinik,60,17,1,74.0,"80""",3.29,48%,3.80,44%,1.82,46%,37%,1.9
Kaan Ofli,12,4,1,67.0,"66""",2.00,45%,2.93,60%,0.00,0%,0%,0.0
Pedro Otavio,19,8,0,75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yushin Okami,34,12,0,74.0,"75""",2.06,38%,2.25,60%,1.98,39%,84%,0.5
Bruno Oliveira,8,2,0,76.0,"80""",3.44,33%,4.92,54%,0.00,0%,0%,0.0
Brian Ortega,16,4,0 (1 NC),68.0,"69""",4.08,37%,6.59,49%,1.07,26%,55%,1.1
Ode Osbourne,13,8,0 (1 NC),67.0,"73""",3.20,40%,3.82,46%,1.11,28%,65%,0.6
Nick Osipczak,6,3,0,74.0,"76""",2.83,50%,3.77,50%,1.20,45%,71%,1.0
Rafaello Oliveira,17,8,0,68.0,"71""",2.19,33%,3.38,59%,2.49,36%,11%,1.6
Sean O'Malley,18,3,0 (1 NC),71.0,"72""",6.30,61%,3.48,60%,0.27,42%,61%,0.3
Vinicius Oliveira,22,3,0,69.0,"70""",4.92,44%,2.77,52%,1.89,60%,76%,0.3
Maria Oliveira,13,7,0,66.0,"69""",5.03,38%,5.76,44%,0.95,44%,47%,0.0
Michiyoshi Ohara,0,2,0,70.0,--,0.28,29%,3.13,48%,0.00,0%,33%,0.0
Richard Odoms,13,3,0,77.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Koji Oishi,25,10,10,68.0,--,1.43,9%,17.86,43%,0.00,0%,0%,0.0
Rachael Ostovich,4,6,0,63.0,"62""",2.54,43%,3.97,57%,2.03,83%,66%,0.8
Shana Olsen,5,2,0,67.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sam Oropeza,13,3,0,74.0,--,7.68,56%,1.44,70%,3.60,33%,100%,0.0
Felipe Olivieri,14,5,0 (1 NC),69.0,--,6.68,58%,4.60,57%,0.00,0%,71%,0.0
Chuck O'Neil,17,9,0,74.0,--,3.13,37%,4.40,72%,0.00,0%,0%,0.0
Jose Ochoa,8,1,0 (1 NC),67.0,"67""",3.96,33%,2.97,64%,0.00,0%,66%,0.7
Alex Oliveira,22,12,1 (2 NC),71.0,"76""",2.99,51%,2.55,46%,2.35,38%,63%,0.6
Alan Omer,20,5,0,70.0,--,3.49,55%,2.21,64%,1.69,42%,66%,0.0
Alistair Overeem,47,19,0 (1 NC),76.0,"80""",3.67,64%,2.44,57%,1.42,55%,73%,0.8
Michal Oleksiejczuk,20,9,0 (1 NC),72.0,"74""",5.27,51%,4.51,59%,1.05,43%,48%,0.0
Casey O'Neill,10,2,0,66.0,"69""",7.89,52%,5.65,57%,1.45,34%,70%,0.7
Andy Ologun,3,1,0,72.0,--,2.36,57%,0.32,85%,0.68,100%,80%,0.0
Zak Ottow,17,7,0,71.0,"72""",2.63,36%,2.73,58%,0.97,29%,57%,0.4
Ho Taek Oh,7,2,1,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shungo Oyama,14,19,0,71.0,--,0.64,25%,1.96,57%,1.07,57%,62%,0.5
Daniel Omielanczuk,19,8,1 (1 NC),72.0,"74""",3.09,57%,3.29,47%,0.56,26%,68%,0.1
Gadzhi Omargadzhiev,13,2,0,73.0,"71""",1.80,39%,2.20,39%,1.35,30%,60%,0.5
Trey Ogden,18,7,0 (1 NC),71.0,"72""",3.20,50%,3.49,55%,1.89,32%,100%,0.7
Artur Oumakhanov,9,6,0,67.0,--,1.20,33%,1.67,82%,3.00,75%,33%,0.0
TJ O'Brien,20,8,0,74.0,--,3.77,46%,4.78,57%,0.94,100%,0%,0.0
Andy Ogle,9,6,0,68.0,"69""",2.24,44%,2.23,50%,1.44,26%,58%,0.0
Sean O'Connell,17,9,0,73.0,"74""",5.46,48%,6.77,45%,0.00,0%,30%,0.5
Cezary Oleksiejczuk,15,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kazuki Okubo,7,9,0,71.0,--,1.53,38%,1.97,46%,0.51,25%,36%,2.0
Jorge Oliveira,5,3,1 (1 NC),73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Takahiro Oba,5,7,1,68.0,--,0.23,25%,1.82,69%,0.00,0%,0%,0.0
Naoya Ogawa,7,2,0,76.0,--,2.41,42%,1.66,47%,1.25,100%,66%,1.2
Craig Oxley,0,3,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michihiro Omigawa,17,14,1,66.0,"68""",2.01,39%,3.06,64%,1.19,36%,49%,1.5
Charles Oliveira,35,11,0 (1 NC),70.0,"74""",3.41,55%,3.26,48%,2.23,39%,56%,2.6
Jeremiah O'Neal,13,25,0,68.0,--,1.15,40%,7.50,23%,0.00,0%,0%,0.0
Cameron Olson,7,3,0 (1 NC),73.0,"75""",3.13,47%,2.20,57%,3.00,42%,100%,1.0
Masakatsu Okuda,8,5,0,,--,0.00,0%,4.27,34%,0.00,0%,0%,4.3
Wendell Oliveira Marques,29,10,0,70.0,--,3.77,47%,4.40,47%,0.00,0%,100%,0.0
Nissen Osterneck,12,4,0,74.0,--,3.15,58%,2.90,41%,0.63,12%,42%,1.3
Alexander Otsuka,5,13,0,73.0,--,0.90,55%,1.16,51%,1.51,43%,53%,0.8
Claudio Puelles,13,4,0,70.0,"72""",1.56,49%,2.78,46%,3.17,36%,60%,1.2
Vinc Pichel,14,5,0,70.0,"72""",3.78,46%,3.17,54%,2.50,51%,31%,0.2
Dustin Poirier,30,9,0 (1 NC),69.0,"72""",5.30,50%,4.33,52%,1.24,36%,64%,1.3
Bart Palaszewski,36,17,0,69.0,"70""",2.67,32%,3.97,57%,0.65,31%,53%,0.5
Ross Pearson,20,16,0 (1 NC),68.0,"69""",3.68,40%,4.09,62%,0.74,35%,75%,0.0
Chris Padilla,16,6,0,69.0,"74""",4.13,51%,3.68,57%,1.56,30%,100%,0.5
Josh Parisian,15,8,0,76.0,"79""",4.55,48%,4.88,41%,0.98,33%,46%,0.2
Justin Patterson,9,3,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tyra Parker,4,5,0,65.0,--,1.50,22%,9.00,14%,0.00,0%,0%,0.0
Philip Preece,10,14,0,68.0,--,0.80,72%,0.70,63%,0.00,0%,0%,0.0
Jose Perez,1,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rousimar Palhares,19,8,0,68.0,"71""",1.75,51%,2.04,59%,3.93,45%,0%,4.1
HyunSung Park,10,0,0,67.0,"66""",4.27,46%,3.29,60%,1.90,33%,100%,2.9
Carlos Prates,21,7,0,73.0,"78""",3.60,54%,4.79,48%,0.25,100%,83%,0.0
Bryan Pardoe,13,16,0,73.0,--,1.11,36%,4.59,45%,4.75,40%,33%,0.0
Mick Parkin,10,1,0,76.0,"79""",4.70,50%,4.13,58%,1.38,46%,50%,0.2
Joao Pierini,4,1,0,73.0,--,0.76,14%,4.56,33%,0.00,0%,0%,0.0
Wagner Prado,12,3,0 (1 NC),72.0,"74""",1.72,40%,3.06,50%,0.00,0%,22%,0.0
Jonathan Piersma,9,3,0 (1 NC),71.0,"73""",0.40,42%,0.87,31%,0.00,0%,36%,3.0
Juan Puerta,23,6,0,69.0,"71""",1.27,39%,1.27,67%,1.00,100%,0%,0.0
Ryan Parker,0,1,0,75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alice Pereira,6,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nam Phan,21,17,0,66.0,"70""",4.52,37%,6.55,59%,0.18,18%,60%,0.2
Joe Pardo,4,6,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Teemu Packalen,8,3,0,73.0,"75""",2.57,54%,3.91,47%,2.31,25%,100%,1.5
Hernani Perpetuo,18,5,0 (1 NC),72.0,--,2.73,29%,4.37,55%,0.00,0%,37%,0.5
Luis Pajuelo,8,2,0,70.0,"69""",6.03,57%,8.20,52%,0.00,0%,66%,0.0
Willie Peeters,9,10,1,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Thomas Paull,11,4,0,67.0,"67""",7.33,33%,8.67,64%,0.00,0%,0%,0.0
Won Sik Park,11,7,1 (1 NC),71.0,--,2.60,43%,2.20,47%,0.00,0%,0%,0.0
Estevan Payan,16,12,0 (1 NC),70.0,--,4.25,42%,3.58,57%,0.36,100%,60%,0.4
Nick Pace,8,3,0,67.0,"68""",1.48,34%,3.14,57%,2.52,43%,54%,0.5
Jamie Pickett,13,11,0,74.0,"80""",2.65,47%,3.62,50%,1.26,40%,67%,0.1
Windri Patilima,8,1,0,66.0,"71""",0.31,50%,7.64,31%,0.00,0%,0%,0.0
Jordan Parsons,11,2,0,69.0,--,3.29,40%,2.37,60%,1.54,21%,50%,1.0
Oskar Piechota,11,3,1 (1 NC),72.0,"76""",3.30,52%,3.93,51%,0.61,40%,38%,1.5
Trevor Prangley,34,11,2,73.0,"75""",2.59,60%,2.02,48%,3.38,55%,74%,1.0
Trevor Peek,9,3,0 (1 NC),69.0,"70""",4.39,53%,3.88,43%,1.45,50%,52%,0.0
Eduardo Pamplona,16,4,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike Pierce,17,7,0,68.0,"71""",2.62,42%,2.36,62%,3.08,42%,71%,0.2
Jonathan Pearce,14,7,0,72.0,"71""",5.12,54%,3.32,54%,5.02,50%,55%,0.8
Cole Province,6,2,0 (1 NC),69.0,"68""",1.47,44%,2.72,43%,2.40,50%,83%,1.0
Chris Price,19,4,0,74.0,--,1.44,66%,2.59,48%,0.00,0%,33%,2.2
CM Punk,0,1,0 (1 NC),73.0,"73""",1.10,23%,4.87,40%,0.87,11%,0%,0.0
Mike Perry,14,8,0,70.0,"71""",4.32,47%,5.16,52%,0.81,40%,78%,0.2
Mike Pyle,27,14,1,72.0,"74""",2.74,45%,2.84,60%,1.80,35%,70%,1.5
Joe Proctor,11,5,0,70.0,"72""",3.39,36%,3.93,59%,0.00,0%,70%,1.8
Jonny Parsons,9,3,0,69.0,"69""",4.65,44%,4.89,60%,0.00,0%,66%,0.0
Kyler Phillips,12,3,0,68.0,"72""",5.28,44%,3.47,60%,2.63,51%,75%,0.4
Harvey Park,12,3,0,72.0,"70""",3.77,50%,7.21,33%,0.00,0%,0%,0.0
Nick Penner,11,3,0,76.0,--,1.25,30%,4.60,38%,0.00,0%,40%,0.0
Philip Perez,7,5,1 (2 NC),65.0,--,1.36,100%,0.68,66%,10.23,100%,0%,10.2
Jiri Prochazka,31,5,1,75.0,"80""",5.74,55%,5.70,43%,0.60,60%,68%,0.2
Raquel Pa'aluhi,6,5,0,67.0,--,1.71,56%,3.42,46%,0.00,0%,18%,0.0
Karo Parisyan,24,11,0 (1 NC),70.0,"72""",2.49,41%,2.19,58%,5.27,59%,59%,1.0
Raphael Pessoa,10,2,0,75.0,"78""",2.16,26%,3.43,42%,0.00,0%,100%,0.0
Felipe Portela,9,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Thiago Perpetuo,9,4,1,70.0,--,5.39,69%,3.51,51%,2.82,50%,66%,0.0
Alexander Poppeck,9,3,0,74.0,--,4.01,57%,9.81,33%,0.00,0%,0%,0.0
Tecia Pennington,15,7,0,61.0,"60""",4.78,48%,3.48,61%,0.54,13%,62%,0.1
Willie Parks,5,2,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jesus Pinedo,16,5,1,70.0,--,3.23,38%,4.37,52%,2.50,100%,100%,0.0
Andrey Pulyaev,9,3,0,76.0,"78""",3.87,58%,3.93,48%,0.50,16%,85%,0.0
Roland Payne,0,1,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Angel Pacheco,7,3,0,68.0,"70""",9.50,39%,11.47,41%,0.00,0%,28%,0.0
Sean Pierson,14,6,0,72.0,"76""",3.84,39%,3.73,64%,0.39,18%,66%,0.4
Matt Pedro,3,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sergei Pavlovich,19,3,0,75.0,"84""",4.54,43%,3.81,54%,0.63,40%,75%,0.0
Alejandro Perez,23,9,1,66.0,"67""",3.45,35%,3.18,61%,0.54,22%,70%,0.3
Wayne Phillips,7,7,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stephen Palling,11,7,1,64.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Carlo Pedersoli Jr.,11,3,0,71.0,"75""",4.17,37%,4.12,61%,2.91,44%,0%,0.0
Dinis Paiva Jr.,13,8,0,69.0,"71""",2.60,41%,2.73,67%,0.00,0%,81%,0.0
Jared Papazian,20,13,0 (1 NC),68.0,"67""",3.33,39%,3.81,44%,0.00,0%,50%,0.0
Alex Perez,25,9,0,66.0,"65""",4.19,46%,3.20,58%,2.04,46%,77%,0.8
Ido Pariente,13,6,0,68.0,--,0.00,0%,2.86,45%,0.00,0%,0%,0.0
Cory Peterson,2,1,0,83.0,--,2.17,60%,6.51,40%,0.00,0%,0%,0.0
Dave Phillips,13,7,0,72.0,--,0.00,0%,2.00,25%,0.00,0%,0%,10.0
Tommy Petersen,2,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike Polchlopek,1,1,0,76.0,--,2.00,38%,1.33,57%,0.00,0%,0%,0.0
Gaetano Pirrello,15,7,1,67.0,"65""",0.99,55%,2.44,42%,0.00,0%,30%,0.0
Aaron Phillips,12,5,0,69.0,"71""",1.51,53%,3.66,43%,0.86,50%,44%,0.6
Julianna Pena,13,6,0,66.0,"69""",3.10,44%,2.56,57%,1.70,54%,24%,0.8
Josh Pulsifer,17,8,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hugh Pulley,6,3,0,72.0,--,4.47,63%,3.27,57%,4.00,66%,69%,0.0
Ross Pointon,6,17,0,68.0,--,2.62,23%,2.77,58%,1.19,100%,0%,0.0
George Pacurariu,10,5,0,67.0,--,4.69,53%,2.68,63%,5.03,100%,100%,5.0
Remco Pardoel,9,6,1 (2 NC),75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Filip Pejic,12,2,2,68.0,--,0.00,0%,0.88,33%,0.00,0%,0%,0.0
Seth Petruzelli,14,8,0,72.0,"76""",2.17,41%,2.08,55%,0.46,50%,47%,2.3
Kyle Prepolec,18,9,0,70.0,"70""",2.87,35%,5.19,49%,0.00,0%,40%,0.0
Jose Palacios,3,2,0,69.0,--,2.67,70%,1.00,79%,0.00,0%,50%,1.7
Markus Perez,12,5,0,73.0,"73""",2.60,47%,3.72,52%,0.81,25%,77%,1.0
Raulian Paiva,21,5,0,68.0,"69""",4.14,42%,5.01,48%,0.65,23%,77%,0.2
